"id","output_set_id","input_id","data"
"1850","4","25096","{""data"": [[480.91034482758624, 348.2758620689655]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1851","4","25096","{""data"": [[1142.6758620689657, 227.0206896551724]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1852","4","539","{""data"": [[24.305225088647965, 241.52011922503723]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1853","4","539","{""data"": [[447.21499691659386, 295.28315946348727]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1854","4","539","{""data"": [[866.8590562207718, 224.97764530551413]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1855","4","25097","{""data"": [[77.84482758620689, 138.02586206896552]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1856","4","25097","{""data"": [[521.3793103448276, 238.5]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1857","4","25097","{""data"": [[939.5689655172412, 120.82758620689658]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1858","4","540","{""data"": [[56.47322575671923, 242.026825633383]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1859","4","540","{""data"": [[525, 360.95380029806256]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1860","4","540","{""data"": [[1021.3294619456292, 232.63785394932935]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1861","4","25098","{""data"": [[12.672413793103448, 83.54310344827587]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1862","4","25098","{""data"": [[546.7241379310344, 143.28448275862073]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1863","4","25098","{""data"": [[1016.508620689655, 30.13793103448279]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1864","4","541","{""data"": [[37.309933706768064, 168.51266766020868]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1865","4","541","{""data"": [[452.7085667300477, 350.2593144560358]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1866","4","541","{""data"": [[857.65691967727, 170.2771982116245]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1867","4","25099","{""data"": [[29.87068965517241, 110.94827586206893]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1868","4","25099","{""data"": [[539.4827586206895, 216.853448275862]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1869","4","25099","{""data"": [[994.7844827586206, 116.37931034482756]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1870","4","542","{""data"": [[78.75000000000001, 274.3646288209607]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1871","4","542","{""data"": [[532.2413793103449, 309.21179039301313]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1872","4","542","{""data"": [[955.8620689655172, 264.2772925764192]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1873","4","543","{""data"": [[53.40517241379311, 33.60262008733622]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1874","4","543","{""data"": [[465.2586206896552, 231.6812227074236]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1875","4","543","{""data"": [[847.2413793103449, 17.096069868995606]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1876","4","544","{""data"": [[17.198275862068964, 13.637554585152827]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1877","4","544","{""data"": [[524.0948275862069, 182.37117903930135]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1878","4","544","{""data"": [[996.5948275862072, -0.11790393013100696]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1879","4","545","{""data"": [[104.87049694228888, 145.0074515648286]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1880","4","545","{""data"": [[554.8621460506706, 351.56482861400895]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1881","4","545","{""data"": [[857.6025232540212, 133.53204172876303]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1882","4","546","{""data"": [[56.0613340870548, 153.04023845007453]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1883","4","546","{""data"": [[522.2197312297651, 319.22503725782417]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1884","4","546","{""data"": [[964.2824656971068, 154.91803278688525]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1885","4","547","{""data"": [[218.23666426846188, 183.23695976154997]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1886","4","547","{""data"": [[415.4592219538516, 309.94336810730255]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1887","4","547","{""data"": [[797.3975409836065, 183.23695976154997]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1888","4","548","{""data"": [[316.05208386864683, 183.7317436661699]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1889","4","548","{""data"": [[391.9254715041882, 299.0327868852459]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1890","4","548","{""data"": [[796.2751104887197, 172.4828614008942]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1891","4","549","{""data"": [[58.83620689655173, 222.5109170305677]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1892","4","549","{""data"": [[532.2413793103449, 345.3930131004367]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1893","4","549","{""data"": [[997.5, 86.79039301310043]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1894","4","550","{""data"": [[21.462433835243317, 218.03278688524588]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1895","4","550","{""data"": [[553.8324168765095, 359.91058122205663]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1896","4","550","{""data"": [[1006.9132535073744, 286.88524590163934]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1897","4","551","{""data"": [[38.01724137931035, 119.90174672489084]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1898","4","551","{""data"": [[525.9051724137931, 266.62663755458516]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1899","4","551","{""data"": [[1007.4568965517242, 166.67030567685592]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1900","4","552","{""data"": [[53.40517241379311, 53.05676855895193]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1901","4","552","{""data"": [[528.6206896551724, 224.54148471615724]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1902","4","552","{""data"": [[998.4051724137933, 65.89519650655019]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1903","4","553","{""data"": [[55.21551724137932, 46.99999999999997]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1904","4","553","{""data"": [[475.2155172413794, 136.86899563318778]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1905","4","553","{""data"": [[1023.75, 24.07423580786022]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1906","4","554","{""data"": [[18.2801017524025, 95.38002980625932]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1907","4","554","{""data"": [[335.28958322627057, 212.3695976154993]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1908","4","554","{""data"": [[662.5963564417493, 144.5603576751118]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1909","4","555","{""data"": [[18.10344827586207, 10.908296943231448]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1910","4","555","{""data"": [[546.7241379310345, 187.89519650655023]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1911","4","555","{""data"": [[1013.793103448276, 11.82532751091702]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1912","4","25100","{""data"": [[81.3953488372093, 194.3313953488372]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1913","4","25100","{""data"": [[540.2616279069767, 338.8081395348837]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1914","4","25100","{""data"": [[894.3313953488373, 186.1918604651163]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1915","4","556","{""data"": [[145.73275862068965, 35.63318777292574]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1916","4","556","{""data"": [[533.1465517241379, 215.37117903930135]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1917","4","556","{""data"": [[629.0948275862069, 30.131004366812206]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1918","4","25101","{""data"": [[47.97413793103448, 22.836206896551744]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1919","4","25101","{""data"": [[501.4655172413793, 296.19827586206895]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1920","4","25101","{""data"": [[1014.6982758620688, 36.4137931034483]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1921","4","557","{""data"": [[51.98275862068966, 53.2532751091703]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1922","4","557","{""data"": [[437.5862068965517, 245.04366812227076]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1923","4","557","{""data"": [[844.9137931034483, 196.3100436681223]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1924","4","25102","{""data"": [[17.379310344827584, 76.36206896551724]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1925","4","25102","{""data"": [[414.93103448275855, 219.01724137931032]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1926","4","25102","{""data"": [[805.2413793103447, 64.05172413793103]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1927","4","558","{""data"": [[30.775862068965523, 43.47598253275106]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1928","4","558","{""data"": [[530.4310344827586, 226.882096069869]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1929","4","558","{""data"": [[994.7844827586208, 11.37991266375542]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1930","4","25103","{""data"": [[45.78488372093024, 123.11046511627907]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1931","4","25103","{""data"": [[523.982558139535, 313.37209302325584]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1932","4","25103","{""data"": [[1013.372093023256, 153.63372093023256]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1933","4","559","{""data"": [[27.514838892029378, 144.85245901639345]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1934","4","559","{""data"": [[330.9657292255511, 229.6065573770492]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1935","4","559","{""data"": [[677.0062182023743, 144.85245901639345]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1936","4","25104","{""data"": [[21.72413793103448, 74.07758620689657]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1937","4","25104","{""data"": [[476.1206896551723, 88.56034482758622]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1938","4","25104","{""data"": [[1030.9913793103449, 65.93103448275863]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1939","4","560","{""data"": [[61.70424996145752, 250.397913561848]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1940","4","560","{""data"": [[487.7708772290458, 362.5007451564829]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1941","4","560","{""data"": [[844.5499704506913, 317.4500745156483]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1942","4","25105","{""data"": [[19.627906976744157, 260.83720930232556]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1943","4","25105","{""data"": [[559.642441860465, 366.80232558139534]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1944","4","25105","{""data"": [[1021.2020348837208, 324.0087209302325]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1945","4","561","{""data"": [[69.69827586206898, 40.02183406113535]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1946","4","561","{""data"": [[541.2931034482759, 234.43231441048036]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1947","4","561","{""data"": [[978.491379310345, 40.02183406113535]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1948","4","25106","{""data"": [[27.1551724137931, 148.83620689655172]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1949","4","25106","{""data"": [[527.7155172413792, 280.9913793103448]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1950","4","25106","{""data"": [[1021.0344827586206, 99.95689655172411]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1951","4","562","{""data"": [[297.0106056323552, 175.04470938897168]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1952","4","562","{""data"": [[506.59726861606447, 251.69150521609535]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1953","4","562","{""data"": [[695.73645228429, 205.08196721311475]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1954","4","25107","{""data"": [[61.551724137931025, 28.92241379310346]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1955","4","25107","{""data"": [[489.6982758620689, 162.88793103448273]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1956","4","25107","{""data"": [[1021.0344827586206, 32.54310344827587]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1957","4","563","{""data"": [[35.241379310344826, 126.77467248908296]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1958","4","563","{""data"": [[525.9775862068965, 251.7353711790393]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1959","4","563","{""data"": [[966.4948275862068, 94.64192139737987]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1960","4","25108","{""data"": [[20.966569767441857, 193.29941860465115]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1961","4","25108","{""data"": [[569.6875, 352.3037790697674]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1962","4","25108","{""data"": [[1014.4840116279069, 206.8095930232558]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1963","4","564","{""data"": [[105, 187.66375545851528]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1964","4","564","{""data"": [[493.3189655172414, 304.12663755458516]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1965","4","564","{""data"": [[999.3103448275864, 184.9126637554585]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1966","4","25109","{""data"": [[85.99137931034481, 149.35344827586204]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1967","4","25109","{""data"": [[505.9913793103448, 218.14655172413788]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1968","4","25109","{""data"": [[961.2931034482756, 149.35344827586204]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1969","4","565","{""data"": [[300.5190400328896, 85.54396423248882]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1970","4","565","{""data"": [[585.7540212755023, 173.17436661698957]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1971","4","565","{""data"": [[822.5917313325452, 116.84053651266764]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1972","4","25110","{""data"": [[32.58620689655172, 15.775862068965523]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1973","4","25110","{""data"": [[527.7155172413792, 124.39655172413792]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1974","4","25110","{""data"": [[1014.6982758620688, 25.73275862068965]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1975","4","567","{""data"": [[17.672413793103445, 13.233624454148496]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1976","4","567","{""data"": [[527.5215517241378, 194.06331877729255]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1977","4","567","{""data"": [[992.3060344827586, 83.05895196506549]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1978","4","25111","{""data"": [[30.835755813953455, 264.9127906976744]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1979","4","25111","{""data"": [[554.547965116279, 378.0101744186046]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1980","4","25111","{""data"": [[1014.0697674418604, 311.781976744186]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1981","4","568","{""data"": [[109.97241379310344, 67.63144104803492]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1982","4","568","{""data"": [[452.2, 212.30218340611356]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1983","4","568","{""data"": [[895.3724137931033, 23.5650655021834]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1984","4","25112","{""data"": [[192.296511627907, 203.4883720930233]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1985","4","25112","{""data"": [[608.4302325581396, 327.6162790697675]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1986","4","25112","{""data"": [[971.656976744186, 228.9244186046512]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1987","4","25113","{""data"": [[227.96511627906975, 987.0697674418604]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1988","4","25113","{""data"": [[529.5697674418603, 1078.46511627907]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1989","4","25113","{""data"": [[764.9127906976745, 975.6453488372092]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1990","4","569","{""data"": [[13.824785446323034, 238.74366616989568]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1991","4","569","{""data"": [[561.345026722853, 389.59165424739194]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1992","4","569","{""data"": [[985.761145228429, 241.11922503725785]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1993","4","570","{""data"": [[10.291379310344826, 16.04017467248908]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1994","4","25114","{""data"": [[39.68023255813954, 227.90697674418607]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"1995","4","25114","{""data"": [[505.6686046511628, 282.84883720930236]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1996","4","25114","{""data"": [[1035.7558139534883, 244.18604651162792]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1997","4","570","{""data"": [[126.5620689655172, 41.55109170305677]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"1998","4","570","{""data"": [[237.7965517241379, 17.149344978165935]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"1999","4","25115","{""data"": [[60.64655172413792, 170.56034482758622]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2000","4","25115","{""data"": [[544.0086206896551, 281.8965517241379]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2001","4","25115","{""data"": [[920.560344827586, 195.9051724137931]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2002","4","571","{""data"": [[49.79910966647819, 328.806259314456]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2003","4","571","{""data"": [[497.3076404234543, 364.7168405365126]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2004","4","571","{""data"": [[982.4777802045325, 323.19523099850966]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2005","4","25116","{""data"": [[138.4913793103448, 36.72413793103446]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2006","4","25116","{""data"": [[596.5086206896551, 168.87931034482756]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2007","4","25116","{""data"": [[972.1551724137928, 94.65517241379308]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2008","4","572","{""data"": [[46.163793103448285, 110.8296943231441]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2009","4","572","{""data"": [[506.8965517241379, 228.2096069868996]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2010","4","572","{""data"": [[1015.603448275862, 104.41048034934498]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2011","4","25117","{""data"": [[34.90697674418605, 51.69767441860465]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2012","4","25117","{""data"": [[117.53488372093022, 65.61627906976744]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2013","4","25117","{""data"": [[184.9186046511628, 59.65116279069768]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2014","4","573","{""data"": [[51.293103448275865, 100.04366812227072]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2015","4","573","{""data"": [[324.05172413793105, 216.20087336244544]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2016","4","573","{""data"": [[686.7241379310346, 135.50218340611352]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2017","4","25118","{""data"": [[28.997093023255843, 265.98837209302326]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2018","4","25118","{""data"": [[501.0174418604652, 406.61337209302326]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2019","4","25118","{""data"": [[1009.0116279069769, 265.98837209302326]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2020","4","574","{""data"": [[19.008620689655174, 216.09170305676855]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2021","4","574","{""data"": [[523.1896551724138, 268.3624454148472]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2022","4","574","{""data"": [[1011.0775862068969, 213.3406113537118]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2023","4","25119","{""data"": [[83.66120689655172, 31.406896551724145]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2024","4","25119","{""data"": [[342.80689655172415, 179.0043103448276]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2025","4","25119","{""data"": [[771.9956896551724, 4.880172413793105]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2026","4","575","{""data"": [[16.293103448275865, 9.919213973799115]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2027","4","575","{""data"": [[531.3362068965519, 187.82314410480353]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2028","4","575","{""data"": [[1009.2672413793106, 9.919213973799115]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2029","4","25120","{""data"": [[187.2093023255814, 415.1162790697675]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2030","4","25120","{""data"": [[496.51162790697674, 497.52906976744185]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2031","4","25120","{""data"": [[937.063953488372, 434.44767441860466]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2032","4","25121","{""data"": [[26.249999999999996, 34.00862068965516]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2033","4","25121","{""data"": [[551.2499999999999, 212.32758620689648]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2034","4","25121","{""data"": [[1002.0258620689654, 53.01724137931032]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2035","4","576","{""data"": [[24.439655172413797, 16.303493449781655]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2036","4","576","{""data"": [[525.9051724137931, 156.60917030567686]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2037","4","576","{""data"": [[1015.603448275862, 19.054585152838428]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2038","4","25122","{""data"": [[19.642241379310345, 32.21120689655175]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2039","4","25122","{""data"": [[354.8275862068965, 63.89224137931037]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2040","4","25122","{""data"": [[719.7931034482758, 72.12931034482762]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2041","4","25123","{""data"": [[40.21551724137932, 89.8094827586207]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2042","4","25123","{""data"": [[396.5250000000001, 158.98017241379313]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2043","4","25123","{""data"": [[908.0663793103448, 115.54741379310346]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2044","4","577","{""data"": [[239.55318875584555, 231.973174366617]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2045","4","577","{""data"": [[463.3927745516213, 295.42771982116244]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2046","4","577","{""data"": [[649.2412379875634, 247.57675111773472]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2047","4","25124","{""data"": [[69.63372093023258, 82.13808139534883]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2048","4","25124","{""data"": [[255.84738372093025, 128.5639534883721]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2049","4","25124","{""data"": [[502.26162790697674, 71.93459302325581]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
"2050","4","578","{""data"": [[48.39174674957603, 178.0327868852459]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_left""}"
"2051","4","578","{""data"": [[548.3988128886377, 325.5737704918033]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""middle""}"
"2052","4","578","{""data"": [[903.7436404748446, 191.8032786885246]], ""type"": ""point"", ""unit"": ""px"", ""label"": ""upper_right""}"
